Y:D:M,H:M:S,Seconds,IR1 
2015:1:3,10:54:25.462,25.462,42027.0
2015:1:3,10:54:25.471,25.471,41958.0
2015:1:3,10:54:25.482,25.482,41907.0
2015:1:3,10:54:25.494,25.494,41877.0
2015:1:3,10:54:25.503,25.503,41859.0
2015:1:3,10:54:25.515,25.515,41824.0
2015:1:3,10:54:25.524,25.524,41657.0
2015:1:3,10:54:25.535,25.535,41433.0
2015:1:3,10:54:25.544,25.544,40829.0
2015:1:3,10:54:25.556,25.556,40017.0
2015:1:3,10:54:25.568,25.568,39052.0
2015:1:3,10:54:25.576,25.576,38082.0
2015:1:3,10:54:25.589,25.589,37742.0
2015:1:3,10:54:25.597,25.597,37801.0
2015:1:3,10:54:25.609,25.609,38016.0
2015:1:3,10:54:25.618,25.618,38277.0
2015:1:3,10:54:25.63,25.63,38701.0
2015:1:3,10:54:25.642,25.642,39182.0
2015:1:3,10:54:25.65,25.65,39533.0
2015:1:3,10:54:25.662,25.662,39814.0
2015:1:3,10:54:25.671,25.671,40067.0
2015:1:3,10:54:25.683,25.683,40277.0
2015:1:3,10:54:25.691,25.691,40451.0
2015:1:3,10:54:25.703,25.703,40602.0
2015:1:3,10:54:25.716,25.716,40732.0
2015:1:3,10:54:25.725,25.725,40837.0
2015:1:3,10:54:25.736,25.736,40946.0
2015:1:3,10:54:25.747,25.747,41073.0
2015:1:3,10:54:25.757,25.757,41195.0
2015:1:3,10:54:25.765,25.765,41272.0
2015:1:3,10:54:25.778,25.778,41315.0
2015:1:3,10:54:25.789,25.789,41358.0
2015:1:3,10:54:25.798,25.798,41406.0
2015:1:3,10:54:25.81,25.81,41456.0
2015:1:3,10:54:25.819,25.819,41493.0
2015:1:3,10:54:25.831,25.831,41533.0
2015:1:3,10:54:25.841,25.841,41609.0
2015:1:3,10:54:25.852,25.852,41741.0
2015:1:3,10:54:25.863,25.863,41867.0
2015:1:3,10:54:25.872,25.872,41892.0
2015:1:3,10:54:25.884,25.884,41845.0
2015:1:3,10:54:25.893,25.893,41805.0
2015:1:3,10:54:25.904,25.904,41786.0
2015:1:3,10:54:25.912,25.912,41792.0
2015:1:3,10:54:25.925,25.925,41807.0
2015:1:3,10:54:25.937,25.937,41810.0
2015:1:3,10:54:25.945,25.945,41788.0
2015:1:3,10:54:25.957,25.957,41779.0
2015:1:3,10:54:25.965,25.965,41814.0
2015:1:3,10:54:25.978,25.978,41840.0
2015:1:3,10:54:25.986,25.986,41814.0
2015:1:3,10:54:25.998,25.998,41748.0
2015:1:3,10:54:26.011,26.011,41664.0
2015:1:3,10:54:26.019,26.019,41525.0
2015:1:3,10:54:26.031,26.031,41112.0
2015:1:3,10:54:26.039,26.039,40139.0
2015:1:3,10:54:26.052,26.052,38705.0
2015:1:3,10:54:26.061,26.061,37250.0
2015:1:3,10:54:26.073,26.073,36220.0
2015:1:3,10:54:26.084,26.084,35986.0
2015:1:3,10:54:26.093,26.093,36525.0
2015:1:3,10:54:26.106,26.106,37622.0
2015:1:3,10:54:26.114,26.114,38514.0
2015:1:3,10:54:26.126,26.126,38898.0
2015:1:3,10:54:26.134,26.134,39336.0
2015:1:3,10:54:26.146,26.146,39824.0
2015:1:3,10:54:26.158,26.158,40215.0
2015:1:3,10:54:26.166,26.166,40512.0
2015:1:3,10:54:26.178,26.178,40749.0
2015:1:3,10:54:26.187,26.187,40949.0
2015:1:3,10:54:26.199,26.199,41125.0
2015:1:3,10:54:26.207,26.207,41280.0
2015:1:3,10:54:26.219,26.219,41413.0
2015:1:3,10:54:26.232,26.232,41518.0
2015:1:3,10:54:26.24,26.24,41574.0
2015:1:3,10:54:26.252,26.252,41624.0
2015:1:3,10:54:26.26,26.26,41637.0
2015:1:3,10:54:26.301,26.301,41632.0
2015:1:3,10:54:26.308,26.308,41625.0
2015:1:3,10:54:26.316,26.316,41602.0
2015:1:3,10:54:26.323,26.323,41620.0
2015:1:3,10:54:26.331,26.331,41698.0
2015:1:3,10:54:26.349,26.349,41747.0
2015:1:3,10:54:26.361,26.361,41771.0
2015:1:3,10:54:26.369,26.369,41772.0
2015:1:3,10:54:26.377,26.377,41762.0
2015:1:3,10:54:26.386,26.386,41769.0
2015:1:3,10:54:26.393,26.393,41786.0
2015:1:3,10:54:26.4,26.4,41823.0
2015:1:3,10:54:26.409,26.409,41816.0
2015:1:3,10:54:26.417,26.417,41799.0
2015:1:3,10:54:26.424,26.424,41757.0
2015:1:3,10:54:26.431,26.431,41698.0
2015:1:3,10:54:26.441,26.441,41662.0
2015:1:3,10:54:26.453,26.453,41616.0
2015:1:3,10:54:26.461,26.461,41577.0
2015:1:3,10:54:26.473,26.473,41555.0
2015:1:3,10:54:26.482,26.482,41542.0
2015:1:3,10:54:26.494,26.494,41522.0
2015:1:3,10:54:26.502,26.502,41500.0
2015:1:3,10:54:26.514,26.514,41472.0
2015:1:3,10:54:26.527,26.527,41454.0
2015:1:3,10:54:26.535,26.535,41432.0
2015:1:3,10:54:26.547,26.547,41410.0
2015:1:3,10:54:26.555,26.555,41392.0
2015:1:3,10:54:26.569,26.569,41390.0
2015:1:3,10:54:26.576,26.576,41379.0
2015:1:3,10:54:26.589,26.589,41363.0
2015:1:3,10:54:26.6,26.6,41355.0
2015:1:3,10:54:26.61,26.61,41355.0
2015:1:3,10:54:26.622,26.622,41350.0
2015:1:3,10:54:26.63,26.63,41345.0
2015:1:3,10:54:26.641,26.641,41314.0
2015:1:3,10:54:26.649,26.649,41304.0
2015:1:3,10:54:26.662,26.662,41498.0
2015:1:3,10:54:26.674,26.674,41814.0
2015:1:3,10:54:26.682,26.682,42051.0
2015:1:3,10:54:26.695,26.695,42172.0
2015:1:3,10:54:26.703,26.703,42233.0
2015:1:3,10:54:26.715,26.715,42268.0
2015:1:3,10:54:26.723,26.723,42294.0
2015:1:3,10:54:26.736,26.736,42297.0
2015:1:3,10:54:26.748,26.748,42304.0
2015:1:3,10:54:26.756,26.756,42325.0
2015:1:3,10:54:26.768,26.768,42351.0
2015:1:3,10:54:26.776,26.776,42268.0
2015:1:3,10:54:26.789,26.789,42245.0
2015:1:3,10:54:26.801,26.801,42243.0
2015:1:3,10:54:26.809,26.809,42228.0
2015:1:3,10:54:26.821,26.821,42209.0
2015:1:3,10:54:26.831,26.831,42189.0
2015:1:3,10:54:26.842,26.842,42157.0
2015:1:3,10:54:26.85,26.85,42089.0
2015:1:3,10:54:26.862,26.862,42037.0
2015:1:3,10:54:26.875,26.875,41988.0
2015:1:3,10:54:26.885,26.885,41950.0
2015:1:3,10:54:26.895,26.895,41935.0
2015:1:3,10:54:26.903,26.903,41933.0
2015:1:3,10:54:26.916,26.916,41895.0
2015:1:3,10:54:26.924,26.924,41881.0
2015:1:3,10:54:26.936,26.936,41859.0
2015:1:3,10:54:26.948,26.948,41843.0
2015:1:3,10:54:26.957,26.957,41771.0
2015:1:3,10:54:26.969,26.969,41705.0
2015:1:3,10:54:26.977,26.977,41772.0
2015:1:3,10:54:26.989,26.989,41786.0
2015:1:3,10:54:26.998,26.998,41793.0
2015:1:3,10:54:27.01,27.01,41796.0
2015:1:3,10:54:27.022,27.022,41749.0
2015:1:3,10:54:27.03,27.03,41771.0
2015:1:3,10:54:27.043,27.043,41766.0
2015:1:3,10:54:27.051,27.051,41696.0
2015:1:3,10:54:27.063,27.063,41688.0
2015:1:3,10:54:27.071,27.071,41628.0
2015:1:3,10:54:27.084,27.084,41607.0
2015:1:3,10:54:27.096,27.096,41589.0
2015:1:3,10:54:27.104,27.104,41560.0
2015:1:3,10:54:27.116,27.116,41505.0
2015:1:3,10:54:27.125,27.125,41596.0
2015:1:3,10:54:27.137,27.137,41862.0
2015:1:3,10:54:27.145,27.145,42100.0
2015:1:3,10:54:27.157,27.157,42251.0
2015:1:3,10:54:27.17,27.17,42358.0
2015:1:3,10:54:27.178,27.178,42456.0
2015:1:3,10:54:27.19,27.19,42638.0
2015:1:3,10:54:27.198,27.198,42728.0
2015:1:3,10:54:27.211,27.211,42739.0
2015:1:3,10:54:27.219,27.219,42714.0
2015:1:3,10:54:27.231,27.231,42657.0
2015:1:3,10:54:27.243,27.243,42561.0
2015:1:3,10:54:27.252,27.252,42442.0
2015:1:3,10:54:27.264,27.264,42254.0
2015:1:3,10:54:27.272,27.272,42159.0
2015:1:3,10:54:27.284,27.284,42052.0
2015:1:3,10:54:27.293,27.293,41943.0
2015:1:3,10:54:27.305,27.305,41891.0
2015:1:3,10:54:27.317,27.317,41906.0
2015:1:3,10:54:27.325,27.325,41989.0
2015:1:3,10:54:27.338,27.338,42074.0
2015:1:3,10:54:27.367,27.367,42130.0
2015:1:3,10:54:27.374,27.374,42227.0
2015:1:3,10:54:27.382,27.382,42259.0
2015:1:3,10:54:27.39,27.39,42283.0
2015:1:3,10:54:27.399,27.399,42236.0
2015:1:3,10:54:27.406,27.406,42181.0
2015:1:3,10:54:27.415,27.415,42144.0
2015:1:3,10:54:27.422,27.422,42090.0
2015:1:3,10:54:27.432,27.432,42287.0
2015:1:3,10:54:27.441,27.441,42641.0
2015:1:3,10:54:27.452,27.451999999999998,42875.0
2015:1:3,10:54:27.465,27.465,43200.0
2015:1:3,10:54:27.473,27.473,43508.0
2015:1:3,10:54:27.485,27.485,43720.0
2015:1:3,10:54:27.493,27.493,43748.0
2015:1:3,10:54:27.505,27.505,43754.0
2015:1:3,10:54:27.514,27.514,43868.0
2015:1:3,10:54:27.526,27.526,44044.0
2015:1:3,10:54:27.538,27.538,44162.0
2015:1:3,10:54:27.546,27.546,44176.0
2015:1:3,10:54:27.559,27.559,44142.0
2015:1:3,10:54:27.567,27.567,44178.0
2015:1:3,10:54:27.579,27.579,44267.0
2015:1:3,10:54:27.587,27.587,44318.0
2015:1:3,10:54:27.6,27.6,44284.0
2015:1:3,10:54:27.612,27.612,44164.0
2015:1:3,10:54:27.62,27.62,44051.0
2015:1:3,10:54:27.632,27.632,43944.0
2015:1:3,10:54:27.641,27.641,43916.0
2015:1:3,10:54:27.653,27.653,43907.0
2015:1:3,10:54:27.661,27.661,43835.0
2015:1:3,10:54:27.673,27.673,43671.0
2015:1:3,10:54:27.686,27.686,43481.0
2015:1:3,10:54:27.694,27.694,43328.0
2015:1:3,10:54:27.706,27.706,43218.0
2015:1:3,10:54:27.714,27.714,43091.0
2015:1:3,10:54:27.727,27.727,42988.0
2015:1:3,10:54:27.735,27.735,42946.0
2015:1:3,10:54:27.747,27.747,43003.0
2015:1:3,10:54:27.759,27.759,43011.0
2015:1:3,10:54:27.768,27.768,43081.0
2015:1:3,10:54:27.78,27.78,43129.0
2015:1:3,10:54:27.788,27.788,43158.0
2015:1:3,10:54:27.8,27.8,43186.0
2015:1:3,10:54:27.809,27.809,43158.0
2015:1:3,10:54:27.821,27.821,43185.0
2015:1:3,10:54:27.833,27.833,43242.0
2015:1:3,10:54:27.841,27.841,43255.0
2015:1:3,10:54:27.854,27.854,43213.0
2015:1:3,10:54:27.862,27.862,43207.0
2015:1:3,10:54:27.88,27.88,43214.0
2015:1:3,10:54:27.889,27.889,43192.0
2015:1:3,10:54:27.896,27.896,43094.0
2015:1:3,10:54:27.907,27.907,42886.0
2015:1:3,10:54:27.915,27.915,42612.0
2015:1:3,10:54:27.927,27.927,42335.0
2015:1:3,10:54:27.936,27.936,42209.0
2015:1:3,10:54:27.948,27.948,42215.0
2015:1:3,10:54:27.956,27.956,42260.0
2015:1:3,10:54:27.968,27.968,42269.0
2015:1:3,10:54:27.981,27.981,42259.0
2015:1:3,10:54:27.989,27.989,42289.0
2015:1:3,10:54:28.001,28.001,42310.0
2015:1:3,10:54:28.017,28.017,42340.0
2015:1:3,10:54:28.033,28.033,42382.0
2015:1:3,10:54:28.049,28.049,42545.0
2015:1:3,10:54:28.064,28.064,42660.0
2015:1:3,10:54:28.08,28.08,42736.0
2015:1:3,10:54:28.096,28.096,42757.0
2015:1:3,10:54:28.111,28.111,42716.0
2015:1:3,10:54:28.128,28.128,42682.0
2015:1:3,10:54:28.143,28.143,42638.0
2015:1:3,10:54:28.159,28.159,42670.0
2015:1:3,10:54:28.175,28.175,42760.0
2015:1:3,10:54:28.19,28.19,42880.0
2015:1:3,10:54:28.206,28.206,42953.0
2015:1:3,10:54:28.222,28.222,42998.0
2015:1:3,10:54:28.238,28.238,43058.0
2015:1:3,10:54:28.254,28.254,43129.0
2015:1:3,10:54:28.27,28.27,43159.0
2015:1:3,10:54:28.285,28.285,43166.0
2015:1:3,10:54:28.301,28.301,43150.0
2015:1:3,10:54:28.317,28.317,43129.0
2015:1:3,10:54:28.334,28.334,43110.0
2015:1:3,10:54:28.35,28.35,43142.0
2015:1:3,10:54:28.373,28.373,43188.0
2015:1:3,10:54:28.397,28.397,43230.0
2015:1:3,10:54:28.416,28.416,43219.0
2015:1:3,10:54:28.434,28.434,43129.0
2015:1:3,10:54:28.452,28.451999999999998,42918.0
2015:1:3,10:54:28.47,28.47,42708.0
2015:1:3,10:54:28.487,28.487,42582.0
2015:1:3,10:54:28.504,28.504,42283.0
2015:1:3,10:54:28.52,28.52,42069.0
2015:1:3,10:54:28.535,28.535,42042.0
2015:1:3,10:54:28.551,28.551,42038.0
2015:1:3,10:54:28.567,28.567,42005.0
2015:1:3,10:54:28.583,28.583,42034.0
2015:1:3,10:54:28.599,28.599,42106.0
2015:1:3,10:54:28.616,28.616,42147.0
2015:1:3,10:54:28.632,28.632,42189.0
2015:1:3,10:54:28.649,28.649,42278.0
2015:1:3,10:54:28.665,28.665,42487.0
2015:1:3,10:54:28.682,28.682,42624.0
2015:1:3,10:54:28.699,28.699,42668.0
2015:1:3,10:54:28.715,28.715,42695.0
2015:1:3,10:54:28.732,28.732,42744.0
2015:1:3,10:54:28.748,28.748,42776.0
2015:1:3,10:54:28.765,28.765,42768.0
2015:1:3,10:54:28.782,28.782,42707.0
2015:1:3,10:54:28.798,28.798,42595.0
2015:1:3,10:54:28.814,28.814,42466.0
2015:1:3,10:54:28.831,28.831,42290.0
2015:1:3,10:54:28.848,28.848,42197.0
2015:1:3,10:54:28.867,28.867,42146.0
2015:1:3,10:54:28.884,28.884,41976.0
2015:1:3,10:54:28.913,28.913,41698.0
2015:1:3,10:54:28.932,28.932,41443.0
2015:1:3,10:54:28.951,28.951,41352.0
2015:1:3,10:54:28.97,28.97,41369.0
2015:1:3,10:54:28.99,28.99,41409.0
2015:1:3,10:54:29.008,29.008,41505.0
2015:1:3,10:54:29.025,29.025,41637.0
2015:1:3,10:54:29.042,29.042,41763.0
2015:1:3,10:54:29.058,29.058,41883.0
2015:1:3,10:54:29.074,29.074,42042.0
2015:1:3,10:54:29.09,29.09,42241.0
2015:1:3,10:54:29.107,29.107,42517.0
2015:1:3,10:54:29.123,29.123,42649.0
2015:1:3,10:54:29.139,29.139,42204.0
2015:1:3,10:54:29.156,29.156,41210.0
2015:1:3,10:54:29.172,29.172,40118.0
2015:1:3,10:54:29.189,29.189,39610.0
2015:1:3,10:54:29.205,29.205,39650.0
2015:1:3,10:54:29.222,29.222,39856.0
2015:1:3,10:54:29.238,29.238,40014.0
2015:1:3,10:54:29.255,29.255,40120.0
2015:1:3,10:54:29.272,29.272,40219.0
2015:1:3,10:54:29.294,29.294,40322.0
2015:1:3,10:54:29.311,29.311,40431.0
2015:1:3,10:54:29.332,29.332,40521.0
2015:1:3,10:54:29.352,29.352,40623.0
2015:1:3,10:54:29.373,29.373,40749.0
2015:1:3,10:54:29.391,29.391,40845.0
2015:1:3,10:54:29.409,29.409,40883.0
2015:1:3,10:54:29.426,29.426,40910.0
2015:1:3,10:54:29.443,29.443,40901.0
2015:1:3,10:54:29.46,29.46,40831.0
2015:1:3,10:54:29.479,29.479,40744.0
2015:1:3,10:54:29.496,29.496,40654.0
2015:1:3,10:54:29.512,29.512,40542.0
2015:1:3,10:54:29.528,29.528,40490.0
2015:1:3,10:54:29.544,29.544,40482.0
2015:1:3,10:54:29.56,29.56,40417.0
2015:1:3,10:54:29.576,29.576,40343.0
2015:1:3,10:54:29.592,29.592,40323.0
2015:1:3,10:54:29.609,29.609,40375.0
2015:1:3,10:54:29.625,29.625,40448.0
2015:1:3,10:54:29.642,29.642,40388.0
2015:1:3,10:54:29.658,29.658,40389.0
2015:1:3,10:54:29.674,29.674,40328.0
2015:1:3,10:54:29.691,29.691,40334.0
2015:1:3,10:54:29.707,29.707,40333.0
2015:1:3,10:54:29.723,29.723,40150.0
2015:1:3,10:54:29.74,29.74,39450.0
2015:1:3,10:54:29.756,29.756,38478.0
2015:1:3,10:54:29.773,29.773,36812.0
2015:1:3,10:54:29.789,29.789,35922.0
2015:1:3,10:54:29.797,29.797,36129.0
2015:1:3,10:54:29.804,29.804,36288.0
2015:1:3,10:54:29.811,29.811,36692.0
2015:1:3,10:54:29.819,29.819,37697.0
2015:1:3,10:54:29.826,29.826,38548.0
2015:1:3,10:54:29.833,29.833,38707.0
2015:1:3,10:54:29.841,29.841,38812.0
2015:1:3,10:54:29.848,29.848,39241.0
2015:1:3,10:54:29.857,29.857,39735.0
2015:1:3,10:54:29.864,29.864,40177.0
2015:1:3,10:54:29.872,29.872,40555.0
2015:1:3,10:54:29.879,29.879,40832.0
2015:1:3,10:54:29.888,29.888,41047.0
2015:1:3,10:54:29.896,29.896,41249.0
2015:1:3,10:54:29.904,29.904,41492.0
2015:1:3,10:54:29.914,29.914,41746.0
2015:1:3,10:54:29.922,29.922,41935.0
2015:1:3,10:54:29.932,29.932,42062.0
2015:1:3,10:54:29.94,29.94,42114.0
2015:1:3,10:54:29.947,29.947,42095.0
2015:1:3,10:54:29.954,29.954,42093.0
2015:1:3,10:54:29.961,29.961,42126.0
2015:1:3,10:54:29.969,29.969,42173.0
2015:1:3,10:54:29.977,29.977,42217.0
2015:1:3,10:54:30.043,30.043,42251.0
2015:1:3,10:54:30.05,30.05,42245.0
2015:1:3,10:54:30.058,30.058,42190.0
2015:1:3,10:54:30.065,30.065,42125.0
2015:1:3,10:54:30.072,30.072,42057.0
2015:1:3,10:54:30.08,30.08,42016.0
2015:1:3,10:54:30.087,30.087,41987.0
2015:1:3,10:54:30.095,30.095,41933.0
2015:1:3,10:54:30.102,30.102,41883.0
2015:1:3,10:54:30.11,30.11,41846.0
2015:1:3,10:54:30.117,30.117,41808.0
2015:1:3,10:54:30.124,30.124,41768.0
2015:1:3,10:54:30.132,30.132,41749.0
2015:1:3,10:54:30.139,30.139,41756.0
2015:1:3,10:54:30.147,30.147,41759.0
2015:1:3,10:54:30.154,30.154,41760.0
2015:1:3,10:54:30.162,30.162,41783.0
2015:1:3,10:54:30.169,30.169,41813.0
2015:1:3,10:54:30.177,30.177,41831.0
2015:1:3,10:54:30.184,30.184,41838.0
2015:1:3,10:54:30.191,30.191,41845.0
2015:1:3,10:54:30.199,30.199,41848.0
2015:1:3,10:54:30.206,30.206,41843.0
2015:1:3,10:54:30.213,30.213,41855.0
2015:1:3,10:54:30.221,30.221,41878.0
2015:1:3,10:54:30.228,30.228,41890.0
2015:1:3,10:54:30.235,30.235,41907.0
2015:1:3,10:54:30.243,30.243,41919.0
2015:1:3,10:54:30.25,30.25,41905.0
2015:1:3,10:54:30.257,30.257,41860.0
2015:1:3,10:54:30.265,30.265,41800.0
2015:1:3,10:54:30.275,30.275,41765.0
2015:1:3,10:54:30.285,30.285,41767.0
2015:1:3,10:54:30.293,30.293,41783.0
2015:1:3,10:54:30.301,30.301,41768.0
2015:1:3,10:54:30.308,30.308,41694.0
2015:1:3,10:54:30.315,30.315,41563.0
2015:1:3,10:54:30.323,30.323,41404.0
2015:1:3,10:54:30.33,30.33,41307.0
2015:1:3,10:54:30.337,30.337,41290.0
2015:1:3,10:54:30.344,30.344,41289.0
2015:1:3,10:54:30.352,30.352,41299.0
2015:1:3,10:54:30.359,30.359,41349.0
2015:1:3,10:54:30.367,30.367,41350.0
2015:1:3,10:54:30.376,30.376,41334.0
2015:1:3,10:54:30.384,30.384,41301.0
2015:1:3,10:54:30.392,30.392,41303.0
2015:1:3,10:54:30.402,30.402,41299.0
2015:1:3,10:54:30.413,30.413,41304.0
2015:1:3,10:54:30.422,30.422,41354.0
2015:1:3,10:54:30.429,30.429,41409.0
2015:1:3,10:54:30.437,30.437,41437.0
2015:1:3,10:54:30.444,30.444,41435.0
2015:1:3,10:54:30.451,30.451,41402.0
2015:1:3,10:54:30.458,30.458,41454.0
2015:1:3,10:54:30.466,30.466,41563.0
2015:1:3,10:54:30.473,30.473,41629.0
2015:1:3,10:54:30.48,30.48,41630.0
2015:1:3,10:54:30.488,30.488,41505.0
2015:1:3,10:54:30.496,30.496,41209.0
2015:1:3,10:54:30.503,30.503,40881.0
2015:1:3,10:54:30.51,30.51,40570.0
2015:1:3,10:54:30.517,30.517,40320.0
2015:1:3,10:54:30.524,30.524,40107.0
2015:1:3,10:54:30.533,30.533,39919.0
2015:1:3,10:54:30.54,30.54,39736.0
2015:1:3,10:54:30.547,30.547,39575.0
2015:1:3,10:54:30.554,30.554,39467.0
2015:1:3,10:54:30.563,30.563,39541.0
2015:1:3,10:54:30.57,30.57,39883.0
2015:1:3,10:54:30.577,30.576999999999998,40178.0
2015:1:3,10:54:30.584,30.584,40305.0
2015:1:3,10:54:30.591,30.591,40345.0
2015:1:3,10:54:30.598,30.598,40420.0
2015:1:3,10:54:30.605,30.605,40514.0
2015:1:3,10:54:30.612,30.612,40546.0
2015:1:3,10:54:30.619,30.619,40526.0
2015:1:3,10:54:30.627,30.627,40529.0
2015:1:3,10:54:30.634,30.634,40549.0
2015:1:3,10:54:30.641,30.641,40611.0
2015:1:3,10:54:30.649,30.649,40624.0
2015:1:3,10:54:30.656,30.656,40489.0
2015:1:3,10:54:30.664,30.664,40180.0
2015:1:3,10:54:30.671,30.671,40071.0
2015:1:3,10:54:30.678,30.678,40223.0
2015:1:3,10:54:30.686,30.686,40367.0
2015:1:3,10:54:30.693,30.693,40318.0
2015:1:3,10:54:30.701,30.701,40303.0
2015:1:3,10:54:30.708,30.708,40298.0
2015:1:3,10:54:30.715,30.715,40267.0
2015:1:3,10:54:30.723,30.723,40236.0
2015:1:3,10:54:30.73,30.73,40286.0
2015:1:3,10:54:30.738,30.738,40393.0
2015:1:3,10:54:30.747,30.747,40522.0
2015:1:3,10:54:30.755,30.755,40614.0
2015:1:3,10:54:30.762,30.762,40576.0
2015:1:3,10:54:30.77,30.77,40512.0
2015:1:3,10:54:30.777,30.777,40551.0
2015:1:3,10:54:30.785,30.785,40671.0
2015:1:3,10:54:30.792,30.792,40738.0
2015:1:3,10:54:30.8,30.8,40742.0
2015:1:3,10:54:30.807,30.807,40667.0
2015:1:3,10:54:30.815,30.815,40596.0
2015:1:3,10:54:30.822,30.822,40596.0
2015:1:3,10:54:30.829,30.829,40615.0
2015:1:3,10:54:30.837,30.837,40640.0
2015:1:3,10:54:30.844,30.844,40680.0
2015:1:3,10:54:30.851,30.851,40709.0
2015:1:3,10:54:30.859,30.859,40709.0
2015:1:3,10:54:30.867,30.867,40666.0
2015:1:3,10:54:30.875,30.875,40631.0
2015:1:3,10:54:30.882,30.882,40639.0
2015:1:3,10:54:30.89,30.89,40625.0
2015:1:3,10:54:30.901,30.901,40592.0
2015:1:3,10:54:30.911,30.911,40600.0
2015:1:3,10:54:30.92,30.92,40588.0
2015:1:3,10:54:30.929,30.929,40556.0
2015:1:3,10:54:30.937,30.937,40403.0
2015:1:3,10:54:30.945,30.945,40336.0
2015:1:3,10:54:30.953,30.953,40195.0
2015:1:3,10:54:30.962,30.962,40126.0
2015:1:3,10:54:30.971,30.971,40148.0
2015:1:3,10:54:30.981,30.981,40223.0
2015:1:3,10:54:30.99,30.99,40296.0
2015:1:3,10:54:30.998,30.998,40309.0
2015:1:3,10:54:31.006,31.006,40309.0
2015:1:3,10:54:31.013,31.013,40260.0
2015:1:3,10:54:31.023,31.023,40188.0
2015:1:3,10:54:31.031,31.031,40155.0
2015:1:3,10:54:31.039,31.039,40125.0
2015:1:3,10:54:31.047,31.047,40086.0
2015:1:3,10:54:31.054,31.054,40045.0
2015:1:3,10:54:31.062,31.062,40013.0
2015:1:3,10:54:31.069,31.069,39995.0
2015:1:3,10:54:31.076,31.076,39942.0
2015:1:3,10:54:31.084,31.084,39937.0
2015:1:3,10:54:31.091,31.091,39946.0
2015:1:3,10:54:31.098,31.098,39938.0
2015:1:3,10:54:31.106,31.106,39919.0
2015:1:3,10:54:31.113,31.113,39916.0
2015:1:3,10:54:31.121,31.121,39900.0
2015:1:3,10:54:31.128,31.128,39885.0
2015:1:3,10:54:31.135,31.135,39854.0
2015:1:3,10:54:31.143,31.143,39853.0
2015:1:3,10:54:31.15,31.15,39823.0
2015:1:3,10:54:31.158,31.158,39759.0
2015:1:3,10:54:31.166,31.166,39728.0
2015:1:3,10:54:31.173,31.173,39674.0
2015:1:3,10:54:31.181,31.181,39664.0
2015:1:3,10:54:31.188,31.188,39659.0
2015:1:3,10:54:31.196,31.196,39640.0
2015:1:3,10:54:31.203,31.203,39575.0
2015:1:3,10:54:31.21,31.21,39582.0
2015:1:3,10:54:31.218,31.218,39627.0
2015:1:3,10:54:31.225,31.225,39709.0
2015:1:3,10:54:31.233,31.233,39805.0
2015:1:3,10:54:31.24,31.24,39928.0
2015:1:3,10:54:31.248,31.248,39911.0
2015:1:3,10:54:31.255,31.255,39800.0
2015:1:3,10:54:31.262,31.262,39726.0
2015:1:3,10:54:31.27,31.27,39656.0
2015:1:3,10:54:31.277,31.277,39667.0
2015:1:3,10:54:31.285,31.285,39700.0
2015:1:3,10:54:31.292,31.292,39707.0
2015:1:3,10:54:31.3,31.3,39689.0
2015:1:3,10:54:31.307,31.307,39659.0
2015:1:3,10:54:31.314,31.314,39603.0
2015:1:3,10:54:31.322,31.322,39606.0
2015:1:3,10:54:31.329,31.329,39666.0
2015:1:3,10:54:31.337,31.337,39734.0
2015:1:3,10:54:31.344,31.344,39791.0
2015:1:3,10:54:31.351,31.351,39950.0
2015:1:3,10:54:31.359,31.359,40437.0
2015:1:3,10:54:31.366,31.366,40634.0
2015:1:3,10:54:31.375,31.375,40636.0
2015:1:3,10:54:31.382,31.382,40609.0
2015:1:3,10:54:31.389,31.389,40609.0
2015:1:3,10:54:31.397,31.397,40646.0
2015:1:3,10:54:31.42,31.42,40678.0
2015:1:3,10:54:31.43,31.43,40728.0
2015:1:3,10:54:31.437,31.437,40773.0
2015:1:3,10:54:31.444,31.444,40847.0
2015:1:3,10:54:31.452,31.451999999999998,40965.0
2015:1:3,10:54:31.461,31.461,41141.0
2015:1:3,10:54:31.47,31.47,41345.0
2015:1:3,10:54:31.478,31.478,41360.0
2015:1:3,10:54:31.485,31.485,41059.0
2015:1:3,10:54:31.492,31.492,40596.0
2015:1:3,10:54:31.501,31.501,40130.0
2015:1:3,10:54:31.509,31.509,39814.0
2015:1:3,10:54:31.516,31.516,39634.0
2015:1:3,10:54:31.523,31.523,39565.0
2015:1:3,10:54:31.53,31.53,39654.0
2015:1:3,10:54:31.537,31.537,39776.0
2015:1:3,10:54:31.545,31.545,39941.0
2015:1:3,10:54:31.552,31.552,40163.0
2015:1:3,10:54:31.559,31.559,40476.0
2015:1:3,10:54:31.566,31.566,40797.0
2015:1:3,10:54:31.573,31.573,41014.0
2015:1:3,10:54:31.58,31.58,41114.0
2015:1:3,10:54:31.587,31.587,41049.0
2015:1:3,10:54:31.594,31.594,40459.0
2015:1:3,10:54:31.601,31.601,39895.0
2015:1:3,10:54:31.608,31.608,39825.0
2015:1:3,10:54:31.616,31.616,40110.0
2015:1:3,10:54:31.623,31.623,40306.0
2015:1:3,10:54:31.63,31.63,40385.0
2015:1:3,10:54:31.697,31.697,40378.0
2015:1:3,10:54:31.704,31.704,40269.0
2015:1:3,10:54:31.712,31.712,40205.0
